[-0.41921,0.0719616,0.905033,0,-0.189861,0.967864,-0.164901,0,-0.887815,-0.240959,-0.392076,0,102.81,-112.868,38.834,1]
[-0.368513,0.0519919,0.928168,0,-0.229941,0.962312,-0.145199,0,-0.900736,-0.266932,-0.342669,0,109.102,-109.627,28.2072,1]
[-0.364801,0.0606186,0.92911,0,-0.23271,0.960272,-0.154022,0,-0.901536,-0.272401,-0.336202,0,109.491,-109.046,28.3528,1]
[-0.363516,0.0698224,0.928968,0,-0.233735,0.958455,-0.163502,0,-0.901789,-0.276568,-0.332093,0,109.627,-108.618,28.8239,1]
[-0.364347,0.0894737,0.926955,0,-0.233283,0.954868,-0.183862,0,-0.901571,-0.283233,-0.327031,0,109.534,-107.982,30.2105,1]
[-0.371151,0.115023,0.921421,0,-0.222726,0.952304,-0.208592,0,-0.901465,-0.282644,-0.32783,0,108.14,-108.245,32.7872,1]
[-0.378275,0.13808,0.915337,0,-0.209275,0.950456,-0.229863,0,-0.901727,-0.278508,-0.330638,0,106.38,-108.834,35.0455,1]
[-0.388495,0.176566,0.904376,0,-0.18269,0.947227,-0.263411,0,-0.903159,-0.267554,-0.335736,0,103.03,-110.059,39.2012,1]
[-0.396329,0.198367,0.896423,0,-0.167218,0.944452,-0.282927,0,-0.902752,-0.26203,-0.341143,0,101.024,-110.569,41.8834,1]
[-0.404174,0.208469,0.890609,0,-0.157676,0.943226,-0.292342,0,-0.900989,-0.258584,-0.348357,0,99.711,-110.903,43.3266,1]
[-0.412651,0.210746,0.886175,0,-0.15156,0.943421,-0.294934,0,-0.898192,-0.256014,-0.357363,0,98.7894,-111.215,43.9748,1]
[-0.421739,0.209036,0.882293,0,-0.148598,0.943972,-0.29468,0,-0.894458,-0.255385,-0.367047,0,98.2275,-111.353,44.2563,1]
[-0.429852,0.207501,0.878732,0,-0.146439,0.944326,-0.294624,0,-0.890945,-0.255326,-0.375535,0,97.7795,-111.44,44.4705,1]
[-0.437273,0.201945,0.876362,0,-0.145685,0.945686,-0.290611,0,-0.88745,-0.254749,-0.384103,0,97.5083,-111.617,44.1563,1]
[-0.443685,0.187673,0.876312,0,-0.14985,0.948525,-0.279008,0,-0.883566,-0.255107,-0.392723,0,97.8326,-111.744,42.7432,1]
[-0.447866,0.171899,0.877421,0,-0.156813,0.951031,-0.266363,0,-0.880242,-0.256886,-0.398979,0,98.5208,-111.704,41.0156,1]
[-0.448471,0.156702,0.879954,0,-0.16667,0.952581,-0.254579,0,-0.87812,-0.260833,-0.401088,0,99.6146,-111.408,39.0629,1]
[-0.443451,0.144257,0.884614,0,-0.176987,0.953437,-0.244202,0,-0.878651,-0.264856,-0.397271,0,100.804,-111.112,36.779,1]
